""	"Kingdom"	"Phylum"	"Class"	"Order"	"Family"	"Genus"	"Species"
"ASV31855"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Rubidimonas"	NA
"ASV31856"	"Bacteria"	"Firmicutes"	"Bacilli"	"Mycoplasmatales"	"Mycoplasmataceae"	"Candidatus Bacilloplasma"	NA
"ASV31857"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV31858"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"SM2D12"	NA	NA
"ASV31859"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	NA	NA	NA
"ASV31861"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Tistrellales"	"Geminicoccaceae"	NA	NA
"ASV31862"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV31863"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	"Marinagarivorans"	NA
"ASV31864"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31865"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	"caprae"
"ASV31866"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Bacteroidetes BD2-2"	NA	NA
"ASV31867"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	NA
"ASV31869"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA	NA
"ASV31870"	"Bacteria"	"WPS-2"	NA	NA	NA	NA	NA
"ASV31871"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"ASV31872"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Ekhidna"	NA
"ASV31873"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfobulbaceae"	NA	NA
"ASV31874"	"Bacteria"	"Actinobacteriota"	"Acidimicrobiia"	"Microtrichales"	"Microtrichaceae"	NA	NA
"ASV31875"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Amoebophilaceae"	NA	NA
"ASV31876"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31877"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Crocinitomicaceae"	"Salinirepens"	NA
"ASV31878"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Flammeovirgaceae"	NA	NA
"ASV31879"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV31880"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Croceitalea"	NA
"ASV31881"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV31882"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Lewinella"	NA
"ASV31883"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31884"	"Bacteria"	"Myxococcota"	"Polyangia"	"UASB-TL25"	NA	NA	NA
"ASV31885"	"Bacteria"	"Desulfobacterota"	"Desulfobulbia"	"Desulfobulbales"	"Desulfocapsaceae"	NA	NA
"ASV31886"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Microcystaceae"	"Crocosphaera"	NA
"ASV31887"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Saccharospirillaceae"	NA	NA
"ASV31888"	"Bacteria"	"NB1-j"	NA	NA	NA	NA	NA
"ASV31889"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	NA	NA	NA
"ASV31890"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Cellvibrionaceae"	NA	NA
"ASV31891"	"Bacteria"	"Planctomycetota"	"OM190"	NA	NA	NA	NA
"ASV31892"	"Bacteria"	"Planctomycetota"	"vadinHA49"	NA	NA	NA	NA
"ASV31893"	"Bacteria"	"Deinococcota"	"Deinococci"	"Deinococcales"	"Trueperaceae"	"Truepera"	NA
"ASV31894"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV31895"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31897"	"Archaea"	"Crenarchaeota"	"Bathyarchaeia"	NA	NA	NA	NA
"ASV31898"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	"Spirochaeta"	NA
"ASV31899"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV31900"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Reichenbachiella"	NA
"ASV31901"	"Bacteria"	"Planctomycetota"	"Pla3 lineage"	NA	NA	NA	NA
"ASV31902"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31903"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV31904"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31905"	"Bacteria"	"Firmicutes"	"Clostridia"	"Christensenellales"	"Christensenellaceae"	NA	NA
"ASV31907"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Marinoscillum"	NA
"ASV31908"	"Bacteria"	"Desulfobacterota"	"Desulfuromonadia"	"Desulfuromonadales"	"Geopsychrobacteraceae"	"Desulfuromusa"	NA
"ASV31909"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"ASV31910"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	NA	NA
"ASV31911"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	NA
"ASV31912"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31913"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31914"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV31915"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"ASV31916"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Legionellales"	"Legionellaceae"	NA	NA
"ASV31917"	"Bacteria"	"Bacteroidota"	"Rhodothermia"	"Rhodothermales"	"Rhodothermaceae"	NA	NA
"ASV31918"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31919"	"Bacteria"	"Firmicutes"	"Clostridia"	"Lachnospirales"	"Lachnospiraceae"	"Epulopiscium"	NA
"ASV31921"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31922"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"ASV31923"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Gastranaerophilales"	NA	NA	NA
"ASV31924"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV31925"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	NA	NA
"ASV31926"	"Bacteria"	"Latescibacterota"	NA	NA	NA	NA	NA
"ASV31928"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"NS2b marine group"	NA
"ASV31929"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	NA	NA
"ASV31930"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31931"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	NA	NA	NA
"ASV31932"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV31933"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31934"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	"Rubidimonas"	NA
"ASV31935"	"Bacteria"	"Desulfobacterota"	"Desulfovibrionia"	"Desulfovibrionales"	"Desulfovibrionaceae"	"Desulfovibrio"	NA
"ASV31936"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV31937"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV31938"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peribacteria"	NA	NA	NA
"ASV31939"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"EV818SWSAP88"	NA	NA	NA
"ASV31941"	"Bacteria"	"Firmicutes"	"Bacilli"	"Staphylococcales"	"Staphylococcaceae"	"Staphylococcus"	NA
"ASV31942"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV31943"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV31944"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	"Planktosalinus"	NA
"ASV31945"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"SBR1031"	"A4b"	NA	NA
"ASV31946"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"ASV31947"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Cytophagales"	"Cyclobacteriaceae"	"Fulvivirga"	NA
"ASV31948"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV31949"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV31950"	"Bacteria"	"Marinimicrobia (SAR406 clade)"	NA	NA	NA	NA	NA
"ASV31951"	"Bacteria"	"Acidobacteriota"	"Subgroup 22"	NA	NA	NA	NA
"ASV31952"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"ASV31953"	"Bacteria"	"Campylobacterota"	"Campylobacteria"	"Campylobacterales"	"Sulfurovaceae"	"Sulfurovum"	NA
"ASV31954"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Paraspirulinaceae"	"Spirulina P7"	NA
"ASV31955"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"ASV31956"	"Bacteria"	"Verrucomicrobiota"	"Lentisphaeria"	"Lentisphaerales"	"Lentisphaeraceae"	"Lentisphaera"	NA
"ASV31957"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"GW2011_GWC1_47_15"	NA	NA
"ASV31958"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	NA	NA	NA
"ASV31959"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV31960"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"Endozoicomonadaceae"	"Kistimonas"	NA
"ASV31962"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV31963"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV31964"	"Bacteria"	"Verrucomicrobiota"	"Chlamydiae"	"Chlamydiales"	"Simkaniaceae"	"Candidatus Fritschea"	NA
"ASV31967"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV31968"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"ASV31970"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV31971"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV31972"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Verruc-01"	NA
"ASV31973"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31974"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31975"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31976"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Blastopirellula"	NA
"ASV31977"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"ASV31978"	"Bacteria"	"Zixibacteria"	NA	NA	NA	NA	NA
"ASV31979"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	NA	NA
"ASV31980"	"Archaea"	"Altiarchaeota"	"Altiarchaeia"	"Altiarchaeales"	"Altiarchaeaceae"	"Candidatus Altiarchaeum"	NA
"ASV31981"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Psychromonadaceae"	"Psychromonas"	NA
"ASV31982"	"Bacteria"	"Myxococcota"	"Polyangia"	NA	NA	NA	NA
"ASV31983"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	NA
"ASV31984"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	NA	NA	NA
"ASV31985"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV31986"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	NA	NA	NA
"ASV31987"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	"SCGC AAA011-D5"	NA	NA
"ASV31988"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"ASV31989"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	NA	NA	NA
"ASV31990"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV31991"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV31992"	"Bacteria"	"Cyanobacteria"	"Cyanobacteriia"	"Cyanobacteriales"	"Xenococcaceae"	"Pleurocapsa PCC-7319"	NA
"ASV31993"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"Oligoflexales"	"Oligoflexaceae"	NA	NA
"ASV31994"	"Bacteria"	"Hydrogenedentes"	"Hydrogenedentia"	"Hydrogenedentiales"	"Hydrogenedensaceae"	NA	NA
"ASV31995"	"Bacteria"	"Spirochaetota"	"Spirochaetia"	"Spirochaetales"	"Spirochaetaceae"	NA	NA
"ASV31996"	"Bacteria"	"Patescibacteria"	NA	NA	NA	NA	NA
"ASV31997"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Verruc-01"	NA
"ASV31998"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"ASV31999"	"Bacteria"	"Cyanobacteria"	"Vampirivibrionia"	"Caenarcaniphilales"	NA	NA	NA
"ASV32000"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"OM27 clade"	NA
"ASV32001"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12 marine group"	NA	NA
"ASV32002"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	NA	NA	NA	NA
"ASV32003"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	"Micavibrionaceae"	NA	NA
"ASV32004"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV32005"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	NA	NA
"ASV32006"	"Bacteria"	"Proteobacteria"	NA	NA	NA	NA	NA
"ASV32007"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"ASV32008"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Coxiellales"	"Coxiellaceae"	"Coxiella"	NA
"ASV32010"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Rhodopirellula"	NA
"ASV32011"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32012"	"Bacteria"	"Margulisbacteria"	NA	NA	NA	NA	NA
"ASV32013"	"Bacteria"	"Verrucomicrobiota"	"Omnitrophia"	"Omnitrophales"	"Omnitrophaceae"	"Candidatus Omnitrophus"	NA
"ASV32014"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhizobiales"	"Rhizobiaceae"	"Martelella"	NA
"ASV32015"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV32016"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV32017"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	NA	NA	NA	NA
"ASV32018"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV32019"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV32020"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinifilaceae"	NA	NA
"ASV32022"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"ASV32023"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Micavibrionales"	NA	NA	NA
"ASV32024"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Methylacidiphilales"	"Methylacidiphilaceae"	NA	NA
"ASV32025"	"Bacteria"	"Planctomycetota"	"Phycisphaerae"	"Tepidisphaerales"	"WD2101 soil group"	NA	NA
"ASV32026"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	NA	NA	NA
"ASV32027"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Hungateiclostridiaceae"	NA	NA
"ASV32028"	"Bacteria"	"Actinobacteriota"	"Thermoleophilia"	"Solirubrobacterales"	"Solirubrobacteraceae"	"Solirubrobacter"	NA
"ASV32029"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Cryomorphaceae"	"Vicingus"	NA
"ASV32030"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV32031"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"UBA10353 marine group"	NA	NA	NA
"ASV32032"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	"Candidatus Peribacteria"	NA	NA	NA
"ASV32033"	"Bacteria"	"Firmicutes"	"Clostridia"	"Gracilibacteraceae"	"Lutispora"	NA	NA
"ASV32034"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV32035"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV32036"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	NA	NA	NA	NA
"ASV32037"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pirellula"	NA
"ASV32038"	"Bacteria"	"Myxococcota"	"Myxococcia"	"Myxococcales"	"Myxococcaceae"	"P3OB-42"	NA
"ASV32039"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Enterobacterales"	"Kangiellaceae"	"Aliikangiella"	NA
"ASV32040"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	NA	NA	NA
"ASV32041"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bdellovibrionales"	"Bdellovibrionaceae"	"Bdellovibrio"	NA
"ASV32042"	"Bacteria"	"Deinococcota"	"Deinococci"	"Deinococcales"	"Trueperaceae"	"Truepera"	NA
"ASV32043"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV32044"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	"NS11-12 marine group"	NA	NA
"ASV32045"	"Bacteria"	"Bdellovibrionota"	"Oligoflexia"	"0319-6G20"	NA	NA	NA
"ASV32046"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Gemmatales"	"Gemmataceae"	NA	NA
"ASV32047"	"Bacteria"	"Firmicutes"	"Limnochordia"	"Hydrogenispora"	NA	NA	NA
"ASV32048"	"Bacteria"	"Acidobacteriota"	"Acidobacteriae"	NA	NA	NA	NA
"ASV32049"	"Bacteria"	"Chloroflexi"	"TK10"	NA	NA	NA	NA
"ASV32050"	"Bacteria"	NA	NA	NA	NA	NA	NA
"ASV32051"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	"Marinilabiliaceae"	"Carboxylicivirga"	NA
"ASV32052"	"Bacteria"	"Patescibacteria"	"Gracilibacteria"	NA	NA	NA	NA
"ASV32053"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"ASV32054"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV32055"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV32056"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"AEGEAN-169 marine group"	NA	NA
"ASV32058"	"Bacteria"	"Bdellovibrionota"	"Bdellovibrionia"	"Bacteriovoracales"	"Bacteriovoracaceae"	"Peredibacter"	NA
"ASV32059"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"UBA12409"	NA	NA
"ASV32060"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Sphingobacteriales"	NA	NA	NA
"ASV32061"	"Bacteria"	"Firmicutes"	"Clostridia"	"Oscillospirales"	"Ruminococcaceae"	"Faecalibacterium"	NA
"ASV32062"	"Bacteria"	"Acidobacteriota"	"Vicinamibacteria"	"Subgroup 17"	NA	NA	NA
"ASV32063"	"Bacteria"	"SAR324 clade(Marine group B)"	NA	NA	NA	NA	NA
"ASV32064"	"Bacteria"	"Chloroflexi"	"Anaerolineae"	"Caldilineales"	"Caldilineaceae"	NA	NA
"ASV32065"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"P13-46"	NA	NA
"ASV32066"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"BIrii41"	NA	NA
"ASV32068"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32069"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV32070"	"Archaea"	"Nanoarchaeota"	"Nanoarchaeia"	"Woesearchaeales"	NA	NA	NA
"ASV32071"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32072"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32073"	"Bacteria"	"Desulfobacterota"	"Syntrophobacteria"	"Syntrophobacterales"	NA	NA	NA
"ASV32075"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	"Thiothrix"	NA
"ASV32076"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"AT-s2-59"	NA	NA	NA
"ASV32077"	"Bacteria"	"Planctomycetota"	"Planctomycetes"	"Pirellulales"	"Pirellulaceae"	"Pir4 lineage"	NA
"ASV32078"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	"SAR86 clade"	NA	NA
"ASV32079"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32081"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	NA	NA	NA
"ASV32083"	"Bacteria"	"Dependentiae"	"Babeliae"	"Babeliales"	"UBA12411"	NA	NA
"ASV32084"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Francisellales"	"Francisellaceae"	"[Caedibacter] taeniospiralis group"	NA
"ASV32085"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32086"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	NA	NA	NA	NA
"ASV32087"	"Bacteria"	"Myxococcota"	"Polyangia"	"Polyangiales"	"Sandaracinaceae"	NA	NA
"ASV32088"	"Bacteria"	"Patescibacteria"	"Microgenomatia"	"Candidatus Gottesmanbacteria"	NA	NA	NA
"ASV32089"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Pseudomonadales"	NA	NA	NA
"ASV32090"	"Archaea"	"Thermoplasmatota"	"Thermoplasmata"	"Marine Group II"	NA	NA	NA
"ASV32091"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Opitutales"	"Puniceicoccaceae"	"Lentimonas"	NA
"ASV32092"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Thalassobaculales"	NA	NA	NA
"ASV32093"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Chitinophagales"	"Saprospiraceae"	NA	NA
"ASV32094"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Rickettsiaceae"	NA	NA
"ASV32095"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Flavobacteriales"	"Flavobacteriaceae"	NA	NA
"ASV32096"	"Bacteria"	"Planctomycetota"	"vadinHA49"	NA	NA	NA	NA
"ASV32097"	"Bacteria"	"Verrucomicrobiota"	"Verrucomicrobiae"	"Verrucomicrobiales"	"Rubritaleaceae"	"Rubritalea"	NA
"ASV32098"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rhodospirillales"	"Magnetospiraceae"	NA	NA
"ASV32099"	"Bacteria"	"Bacteroidota"	"Bacteroidia"	"Bacteroidales"	NA	NA	NA
"ASV32100"	"Bacteria"	"Proteobacteria"	"Alphaproteobacteria"	"Rickettsiales"	"Fokiniaceae"	"MD3-55"	NA
"ASV32101"	"Bacteria"	"Proteobacteria"	"Gammaproteobacteria"	"Thiotrichales"	"Thiotrichaceae"	NA	NA
