""	"date"	"site"	"depth"	"depthtype"	"Library"	"Sequences"	"depth_m"	"monthyear"	"yearmonth"	"prehurricane"	"disease"	"disturbance"	"temp"	"salinity"	"npoc"	"tn"	"po4"	"no2no3"	"silicate"	"no2"	"nh4"	"Chl"	"Phaeo"	"pro"	"syn"	"peuk"	"hbact"	"BleachCoral"	"CCA"	"CYAN"	"DiseasedCoral"	"HardCoral"	"Macroalgae"	"Other"	"Ramicrusta"	"SoftCoral"	"Sponge"	"Substrate"	"TurfAlgae"	"is.neg"
"592"	"4/13/18"	"Cocoloba"	"Surface"	"surface"	"H2"	" 71540"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.31000"	"36.55000"	" 70.085"	" 6.902"	"0.1684"	" 0.1321"	" 1.4233"	" 0.0377"	" 0.1832"	NA	NA	" 19153"	" 70045"	" 1097"	" 583959"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"243"	"3/25/17"	"Ram Head"	"Benthic"	"benthic"	"F2"	" 51781"	" 8.43"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.48000"	"36.87000"	NA	NA	"0.1869"	" 0.2835"	" 1.2363"	" 0.0464"	" 0.1489"	"0.16503135"	"0.09831224"	" 35536"	" 62381"	" 1434"	" 589050"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"675"	"11/6/18"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 55796"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.54000"	"33.14000"	" 88.023"	" 5.578"	"0.1786"	" 1.2727"	" 3.4183"	" 0.0232"	" 0.1195"	NA	NA	"109673"	"111502"	" 1688"	" 820983"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"313"	"3/28/17"	"Europa"	"Benthic"	"benthic"	"H2"	" 48211"	"10.37"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.80000"	"36.66000"	" 78.056"	" 6.100"	"0.1838"	" 0.2220"	" 1.0107"	" 0.0246"	" 0.1246"	"0.17064726"	"0.09879812"	" 34973"	" 78989"	" 2152"	" 353011"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI29"	"6/10/16"	"Tektite"	"Benthic"	"benthic"	"L2"	" 52644"	" 9.29"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.54000"	"36.36000"	" 74.806"	" 5.044"	"0.0446"	" 0.1016"	" 1.0215"	" 0.0032"	" 0.0945"	"0.16600000"	NA	" 54098"	" 47053"	"  970"	" 566719"	"0.00"	"0.00000000"	"0.08000000"	"0.00000000"	"0.24166667"	"0.49833333"	"0.03000000"	"0.00000000"	"0.02750000"	"0.02600000"	"0.1483333"	"0.00000000"	"FALSE"
"656"	"11/6/18"	"Cocoloba"	"Benthic"	"benthic"	"G2"	" 57082"	" 4.00"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.52000"	"33.10000"	" 77.832"	" 3.872"	"0.1497"	" 0.9724"	" 2.0749"	" 0.0295"	" 0.0493"	"0.18974989"	"0.14901631"	" 34861"	" 46069"	" 1744"	" 413845"	"0.00"	"0.01000000"	"0.06500000"	"0.00000000"	"0.04333333"	"0.64333333"	"0.01000000"	"0.01500000"	"0.01800000"	"0.01600000"	"0.2516667"	"0.00000000"	"FALSE"
"240"	"3/25/17"	"Tektite"	"Benthic"	"benthic"	"F2"	" 55160"	" 6.82"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.53000"	"36.63000"	" 67.332"	" 5.500"	"0.1815"	" 0.2818"	" 1.3691"	" 0.0347"	" 0.1457"	"0.21774438"	"0.12358629"	" 26227"	" 61973"	" 1533"	" 612408"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"646"	"11/6/18"	"Europa"	"Surface"	"surface"	"H2"	" 60191"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.52000"	"33.07000"	" 85.505"	" 5.327"	"0.1560"	" 0.3597"	" 3.1322"	" 0.0365"	" 0.2059"	NA	NA	" 94767"	" 79327"	" 2222"	" 922205"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"308"	"3/28/17"	"Europa"	"Benthic"	"benthic"	"H2"	" 54083"	"10.37"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.80000"	"36.66000"	" 78.056"	" 6.100"	"0.1838"	" 0.2220"	" 1.0107"	" 0.0246"	" 0.1246"	"0.17064726"	"0.09879812"	" 34973"	" 78989"	" 2152"	" 353011"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"599"	"11/5/18"	"Ram Head"	"Surface"	"surface"	"H2"	" 61762"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.66000"	"33.15000"	" 85.890"	" 3.536"	"0.1372"	" 0.7692"	" 3.7811"	"-0.0026"	" 0.0589"	NA	NA	" 96961"	" 18858"	" 1223"	" 874097"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"868"	"8/9/20"	"Europa"	"Surface"	"surface"	"H2"	" 55542"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.43000"	"35.82000"	" 75.000"	"11.200"	"0.0577"	" 0.1666"	" 1.8931"	" 0.0346"	" 0.2642"	"0.18088272"	"0.06694598"	" 44474"	" 43095"	"  880"	" 680662"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"613"	"11/5/18"	"Booby Rock"	"Benthic"	"benthic"	"F2"	" 50712"	"16.00"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.50000"	"33.11000"	" 86.377"	" 4.300"	"0.1438"	" 1.6740"	" 3.6231"	"-0.0023"	" 0.2363"	"0.23295840"	"0.16274435"	" 88847"	" 26719"	" 1575"	" 889847"	"0.00"	"0.03000000"	"0.03000000"	"0.00000000"	"0.13333333"	"0.14333333"	"0.03800000"	"0.00000000"	"0.14166667"	"0.05166667"	"0.4583333"	"0.00000000"	"FALSE"
"450"	"11/28/17"	"Cocoloba"	"Surface"	"surface"	"H2"	" 57378"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.15000"	"34.77000"	NA	NA	"0.1617"	" 0.3896"	" 2.3020"	" 0.0331"	" 0.0671"	NA	NA	" 49219"	" 36141"	" 1013"	" 558745"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"699"	"11/7/18"	"Yawzi"	"Surface"	"surface"	"G2"	" 58269"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.23000"	"33.13000"	" 83.967"	" 3.990"	"0.1458"	" 0.9661"	" 3.0941"	" 0.0086"	" 0.1189"	NA	NA	"118491"	" 68878"	" 2123"	" 764789"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"914b"	"1/18/21"	"Ram Head"	"Benthic"	"benthic"	"F2"	" 54374"	" 7.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.65000"	"35.65000"	" 78.200"	" 8.500"	"0.0823"	" 0.1134"	" 0.4213"	" 0.0308"	" 0.5419"	"0.35055268"	"0.13720853"	" 17648"	" 69016"	" 1379"	" 718821"	"0.00"	"0.06000000"	"0.03333333"	"0.00000000"	"0.11750000"	"0.15500000"	"0.05000000"	"0.08500000"	"0.09500000"	"0.16750000"	"0.0725000"	"0.18750000"	"FALSE"
"USVI183"	"10/29/16"	"Europa"	"Benthic"	"benthic"	"L2"	" 60590"	" 7.94"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.55000"	"35.41000"	"109.555"	" 5.956"	"0.0503"	" 0.4095"	" 1.4599"	" 0.0768"	" 0.1422"	"0.52600000"	NA	" 18647"	" 80058"	" 1898"	" 645961"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"28"	"6/10/16"	"Tektite"	"Benthic"	"benthic"	"F2"	" 52647"	" 9.29"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.54000"	"36.36000"	" 71.577"	" 5.388"	"0.0527"	" 0.1044"	" 1.0216"	" 0.0065"	" 0.1642"	"0.16600000"	NA	" 69905"	" 38953"	" 1280"	" 554105"	"0.00"	"0.00000000"	"0.08000000"	"0.00000000"	"0.24166667"	"0.49833333"	"0.03000000"	"0.00000000"	"0.02750000"	"0.02600000"	"0.1483333"	"0.00000000"	"FALSE"
"424"	"7/29/17"	"Booby Rock"	"Surface"	"surface"	"G2"	" 71393"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.36000"	"34.82000"	" 84.688"	" 8.336"	"0.1817"	" 0.1228"	" 8.9676"	"-0.0063"	" 0.2463"	NA	NA	"120263"	" 32906"	" 1111"	" 834230"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI53"	"6/11/16"	"Sand patch"	"Benthic"	"benthic"	"L2"	" 51575"	" 9.73"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.48000"	"36.48000"	" 80.574"	" 4.333"	"0.0219"	"-0.0028"	" 0.8162"	" 0.0322"	"-0.0038"	"0.13900000"	NA	" 70847"	" 52552"	" 1153"	" 603928"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.10000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.9000000"	"0.00000000"	"FALSE"
"USVI123"	"10/28/16"	"Cocoloba"	"Surface"	"surface"	"L2"	" 52618"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.48000"	"35.75000"	"109.493"	" 6.183"	"0.0448"	" 0.4249"	" 1.1865"	" 0.0437"	" 0.0525"	NA	NA	" 18197"	" 56236"	" 1322"	" 557888"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"567"	"4/12/18"	"Europa"	"Surface"	"surface"	"F2"	" 60603"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.68000"	"36.53000"	" 74.139"	" 6.314"	"0.1640"	" 0.0746"	" 1.4228"	" 0.0254"	" 0.1419"	NA	NA	" 30277"	" 77189"	"  914"	" 586505"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"903"	"1/17/21"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 55513"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.81000"	"35.60000"	"174.300"	" 8.500"	"0.0699"	" 0.0050"	" 2.1243"	" 0.0268"	" 0.5443"	NA	NA	" 25172"	" 80663"	" 1326"	" 793430"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"590"	"4/13/18"	"Dittlif"	"Surface"	"surface"	"F2"	" 54198"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.31000"	"36.53000"	" 71.542"	" 7.050"	"0.1826"	" 0.2080"	" 1.2655"	" 0.0397"	" 0.1801"	NA	NA	"  8789"	" 37280"	"  478"	" 549169"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"927"	"1/19/21"	"Cocoloba"	"Benthic"	"benthic"	"H2"	" 59490"	" 7.00"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.74000"	"35.81000"	" 72.700"	" 7.500"	"0.0785"	" 0.2399"	" 0.5944"	" 0.0138"	" 0.4482"	"0.21778624"	"0.11659581"	" 10045"	" 37173"	"  788"	" 567291"	"0.00"	"0.01000000"	"0.02000000"	"0.00000000"	"0.10250000"	"0.32000000"	"0.03000000"	"0.03333333"	"0.08000000"	"0.04000000"	"0.1450000"	"0.26000000"	"FALSE"
"916"	"1/18/21"	"Ram Head"	"Surface"	"surface"	"H2"	" 64135"	" 0.50"	"2021January"	"2021-01"	"No"	"Yes"	"disease"	"26.86000"	"35.70000"	" 77.500"	" 7.500"	"0.0786"	" 0.1120"	" 0.7099"	" 0.0194"	" 5.8653"	NA	NA	" 17083"	" 69830"	" 1261"	" 702972"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"598"	"11/5/18"	"Ram Head"	"Surface"	"surface"	"G2"	" 51960"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.66000"	"33.15000"	" 85.890"	" 3.536"	"0.1372"	" 0.7692"	" 3.7811"	"-0.0026"	" 0.0589"	NA	NA	" 96961"	" 18858"	" 1223"	" 874097"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI127"	"10/28/16"	"Ram Head"	"Surface"	"surface"	"L2"	" 56239"	" 0.50"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.50000"	"35.48000"	" 92.756"	" 6.121"	"0.0314"	" 0.1338"	" 1.3398"	" 0.0291"	" 0.0875"	NA	NA	" 34453"	"110573"	" 2039"	" 758095"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"378"	"7/28/17"	"Dittlif"	"Surface"	"surface"	"G2"	" 65701"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.39000"	"34.94000"	"106.757"	"18.021"	"0.1553"	" 0.5514"	" 2.0455"	" 0.0163"	" 0.1877"	NA	NA	"112542"	" 24877"	" 1814"	" 745973"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"882"	"8/10/20"	"Booby Rock"	"Surface"	"surface"	"H2"	" 60556"	" 0.50"	"2020August"	"2020-08"	"No"	"Yes"	"disease"	"29.39000"	"35.73000"	" 79.200"	" 7.500"	"0.0579"	" 0.0451"	" 2.2527"	" 0.0240"	" 0.1848"	"0.14071394"	"0.04343917"	" 67033"	" 42426"	"  775"	" 664118"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"662"	"11/6/18"	"Dittlif"	"Benthic"	"benthic"	"G2"	" 35583"	" 8.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.51000"	"33.09000"	" 84.409"	" 2.087"	"0.1639"	" 1.2273"	" 2.7459"	" 0.0329"	" 0.1074"	"0.18603998"	"0.14975002"	" 45464"	" 57248"	" 1645"	" 487125"	"0.00"	"0.02000000"	"0.01000000"	"0.00000000"	"0.11333333"	"0.35500000"	"0.01666667"	"0.02000000"	"0.05666667"	"0.04000000"	"0.3983333"	"0.04000000"	"FALSE"
"569"	"4/12/18"	"Sand patch"	"Benthic"	"benthic"	"G2"	" 55085"	" 9.14"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.51000"	"36.48000"	" 73.442"	" 6.716"	"0.1612"	" 0.0000"	" 1.4230"	" 0.0178"	" 0.1973"	"0.16084494"	"0.05938737"	" 39811"	"100294"	" 1223"	" 618750"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"0.00000000"	"1.0000000"	"0.00000000"	"FALSE"
"USVI176"	"10/29/16"	"Tektite"	"Benthic"	"benthic"	"L2"	" 69298"	" 8.25"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.52000"	"35.72000"	" 96.504"	" 6.097"	"0.0517"	" 0.2570"	" 1.4832"	" 0.0399"	" 0.0700"	"0.36300000"	NA	" 28322"	"103613"	" 2095"	" 747084"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI120"	"10/28/16"	"Booby Rock"	"Benthic"	"benthic"	"L2"	" 51366"	"14.40"	"2016October"	"2016-10"	"Yes"	"No"	"historic"	"29.46000"	"35.69000"	" 91.761"	" 5.883"	"0.0320"	" 0.0747"	" 1.3782"	" 0.0146"	" 0.0263"	"0.37000000"	NA	" 40008"	" 97228"	" 2278"	" 761808"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"505"	"11/30/17"	"Tektite"	"Benthic"	"benthic"	"F2"	" 50875"	" 9.10"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 76.988"	" 7.067"	"0.1834"	" 0.2144"	" 2.3705"	" 0.0646"	" 0.2272"	"0.24863191"	"0.11346144"	" 35030"	" 37280"	" 1209"	" 512438"	"0.01"	"0.04000000"	"0.00000000"	"0.00000000"	"0.28500000"	"0.33166667"	"0.04000000"	"0.00000000"	"0.03000000"	"0.08166667"	"0.2133333"	"0.02250000"	"FALSE"
"USVI25"	"6/10/16"	"Yawzi"	"Benthic"	"benthic"	"L2"	" 62232"	" 9.39"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"29.62000"	"36.44000"	" 81.444"	" 5.114"	"0.0369"	" 0.0223"	" 1.0212"	"-0.0010"	"-0.0004"	"0.10600000"	NA	" 79249"	" 51623"	" 1202"	" 649842"	"0.00"	"0.04666667"	"0.01000000"	"0.00000000"	"0.15285714"	"0.24857143"	"0.02000000"	"0.00000000"	"0.04333333"	"0.05500000"	"0.4671429"	"0.06000000"	"FALSE"
"1134"	"6/27/22"	"Yawzi"	"Benthic"	"benthic"	"F2"	" 50866"	"11.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 71.100"	" 4.100"	"0.0800"	" 0.0000"	" 0.9000"	" 0.0100"	" 0.4200"	"0.28986825"	"0.14404241"	NA	NA	NA	NA	"0.01"	"0.02500000"	"0.03500000"	"0.00000000"	"0.08000000"	"0.33600000"	"0.04250000"	"0.10800000"	"0.03400000"	"0.04750000"	"0.2260000"	"0.14500000"	"FALSE"
"439"	"11/27/17"	"Ram Head"	"Surface"	"surface"	"H2"	" 44204"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 77.294"	" 8.907"	"0.1743"	" 0.1968"	" 2.2884"	" 0.0329"	" 0.1561"	NA	NA	" 34495"	" 40247"	"  773"	" 540591"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"366"	"7/28/17"	"Cocoloba"	"Surface"	"surface"	"F2"	" 57363"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"29.53000"	"35.00000"	" 75.656"	" 8.305"	"0.1583"	" 0.4333"	" 1.7592"	" 0.0080"	" 0.1467"	NA	NA	" 76359"	" 37448"	" 2363"	" 749419"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"591"	"4/13/18"	"Cocoloba"	"Benthic"	"benthic"	"G2"	" 83639"	" 6.40"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.28000"	"36.55000"	" 76.800"	" 6.450"	"0.2565"	" 0.0241"	" 2.2142"	" 0.0472"	" 0.5774"	"0.18406232"	"0.12607262"	" 27731"	" 60398"	" 3136"	" 455822"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.10000000"	"0.49333333"	"0.00000000"	"0.00000000"	"0.04000000"	"0.01000000"	"0.3016667"	"0.15333333"	"FALSE"
"659"	"11/6/18"	"Dittlif"	"Benthic"	"benthic"	"G2"	" 55998"	" 8.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.51000"	"33.09000"	" 84.409"	" 2.087"	"0.1639"	" 1.2273"	" 2.7459"	" 0.0329"	" 0.1074"	"0.27007450"	"0.20727721"	" 45464"	" 57248"	" 1645"	" 487125"	"0.00"	"0.02000000"	"0.01000000"	"0.00000000"	"0.11333333"	"0.35500000"	"0.01666667"	"0.02000000"	"0.05666667"	"0.04000000"	"0.3983333"	"0.04000000"	"FALSE"
"486"	"11/29/17"	"Yawzi"	"Surface"	"surface"	"F2"	" 50737"	" 0.50"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.22000"	"34.78000"	" 81.739"	" 6.867"	"0.1672"	" 0.2018"	" 2.4951"	" 0.0307"	" 0.1354"	NA	NA	" 55069"	"115228"	" 1308"	" 827423"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1011"	"10/21/21"	"Dittlif"	"Surface"	"surface"	"H2"	" 51375"	" 0.50"	"2021October"	"2021-10"	"No"	"Yes"	"disease"	"29.78607"	"34.89662"	" 71.500"	" 8.600"	"0.0800"	" 0.4000"	" 1.9000"	" 0.0400"	" 0.3300"	NA	NA	" 11384"	" 64367"	" 2062"	" 754000"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI92"	"6/12/16"	"Booby Rock"	"Surface"	"surface"	"L2"	" 51893"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.62000"	"36.34000"	" 81.693"	" 4.970"	"0.0235"	" 0.1008"	" 1.5167"	" 0.0022"	" 0.0919"	"0.16000000"	NA	" 93698"	" 33244"	" 1392"	" 634627"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI55"	"6/11/16"	"Dittlif"	"Benthic"	"benthic"	"L2"	" 36603"	" 7.53"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.64000"	"36.49000"	" 76.968"	" 5.124"	"0.0340"	" 0.2082"	" 1.4286"	" 0.0277"	" 0.0740"	"0.48100000"	NA	" 29616"	" 18872"	"  900"	" 487533"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.12500000"	"0.30833333"	"0.03250000"	"0.00000000"	"0.04333333"	"0.01666667"	"0.4933333"	"0.00000000"	"FALSE"
"564"	"4/12/18"	"Europa"	"Surface"	"surface"	"G2"	" 44297"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.68000"	"36.53000"	" 74.139"	" 6.314"	"0.1640"	" 0.0746"	" 1.4228"	" 0.0254"	" 0.1419"	NA	NA	" 30277"	" 77189"	"  914"	" 586505"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"635"	"11/6/18"	"Sand patch"	"Surface"	"surface"	"G2"	" 61056"	" 0.50"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.59000"	"33.13000"	" 85.145"	" 4.682"	"0.1300"	" 0.0455"	" 3.4650"	"-0.0133"	"-0.0083"	NA	NA	"129488"	" 58950"	" 1645"	" 965391"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI61"	"6/11/16"	"Cocoloba"	"Surface"	"surface"	"L2"	" 50761"	" 0.50"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.65000"	"36.44000"	" 69.169"	" 4.856"	"0.0296"	" 0.0768"	" 1.2248"	" 0.0178"	" 0.0115"	"0.16700000"	NA	" 64856"	" 45788"	" 1716"	" 688697"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"459"	"11/28/17"	"Dittlif"	"Benthic"	"benthic"	"F2"	" 50986"	" 7.90"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	"28.13000"	"34.64000"	" 72.123"	" 8.560"	"0.1556"	" 0.3795"	" 2.4712"	" 0.0346"	" 0.0897"	"0.15852199"	"0.12018661"	" 63056"	" 30642"	"  703"	" 482288"	"0.01"	"0.02000000"	"0.00000000"	"0.00000000"	"0.17666667"	"0.25666667"	"0.02000000"	"0.00000000"	"0.04500000"	"0.03250000"	"0.3316667"	"0.14833333"	"FALSE"
"593"	"4/13/18"	"Joels Shoal"	"Surface"	"surface"	"F2"	" 52745"	" 0.50"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.20000"	"36.52000"	" 76.547"	" 6.218"	"0.1771"	" 0.0413"	" 1.2645"	" 0.0259"	" 0.0743"	NA	NA	" 28997"	" 86414"	" 1378"	" 569236"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"1149"	"6/27/22"	"Tektite"	"Surface"	"surface"	"G2"	" 76713"	" 0.50"	"2022June"	"2022-06"	"No"	"Yes"	"disease"	NA	NA	" 76.000"	" 4.600"	"0.0900"	" 0.0000"	" 0.5000"	" 0.0100"	" 0.3700"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"USVI58"	"6/11/16"	"Dittlif"	"Benthic"	"benthic"	"L2"	" 39052"	" 7.53"	"2016June"	"2016-06"	"Yes"	"No"	"historic"	"28.64000"	"36.49000"	" 75.040"	" 4.890"	"0.0386"	" 0.2000"	" 1.4282"	" 0.0290"	" 0.0932"	"0.48100000"	NA	" 35438"	" 16495"	"  675"	" 481739"	"0.00"	"0.00000000"	"0.00000000"	"0.00000000"	"0.12500000"	"0.30833333"	"0.03250000"	"0.00000000"	"0.04333333"	"0.01666667"	"0.4933333"	"0.00000000"	"FALSE"
"586"	"4/13/18"	"Joels Shoal"	"Benthic"	"benthic"	"F2"	" 44817"	"14.33"	"2018April"	"2018-04"	"No"	"No"	"hurricane"	"27.16000"	"36.52000"	" 75.026"	" 6.087"	"0.1892"	" 0.0621"	" 1.4236"	" 0.0262"	" 0.3553"	"0.16184049"	"0.09226256"	" 40880"	" 74686"	" 1069"	" 533756"	"0.00"	"0.00000000"	"0.03000000"	"0.01000000"	"0.15666667"	"0.11333333"	"0.06200000"	"0.08333333"	"0.19666667"	"0.09333333"	"0.1950000"	"0.11000000"	"FALSE"
"345"	"7/26/17"	"Sand patch"	"Surface"	"surface"	"H2"	" 60162"	" 0.50"	"2017July"	"2017-07"	"Yes"	"No"	"historic"	"28.99000"	"35.03000"	" 89.978"	" 7.572"	"0.1636"	" 0.1936"	" 1.9333"	" 0.0236"	" 0.0976"	NA	NA	" 84178"	" 48248"	" 1716"	" 658167"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
"658"	"11/6/18"	"Cocoloba"	"Benthic"	"benthic"	"F2"	" 57640"	" 4.00"	"2018November"	"2018-11"	"No"	"No"	"hurricane"	"28.52000"	"33.10000"	" 77.832"	" 3.872"	"0.1497"	" 0.9724"	" 2.0749"	" 0.0295"	" 0.0493"	"0.22561130"	"0.18109080"	" 34861"	" 46069"	" 1744"	" 413845"	"0.00"	"0.01000000"	"0.06500000"	"0.00000000"	"0.04333333"	"0.64333333"	"0.01000000"	"0.01500000"	"0.01800000"	"0.01600000"	"0.2516667"	"0.00000000"	"FALSE"
"444"	"11/27/17"	"Booby Rock"	"Benthic"	"benthic"	"G2"	" 44450"	"12.70"	"2017November"	"2017-11"	"No"	"No"	"hurricane"	NA	NA	" 86.673"	"10.853"	"0.1579"	" 0.0871"	" 2.6131"	" 0.0192"	" 0.0335"	"0.23108218"	"0.11415364"	" 64181"	" 43481"	"  844"	" 647508"	"0.03"	"0.00000000"	"0.00000000"	"0.01000000"	"0.13166667"	"0.08500000"	"0.03833333"	"0.00000000"	"0.34000000"	"0.02500000"	"0.3833333"	"0.36333333"	"FALSE"
"247"	"3/25/17"	"Booby Rock"	"Surface"	"surface"	"G2"	" 42488"	" 0.50"	"2017March"	"2017-03"	"Yes"	"No"	"historic"	"26.53000"	"36.78000"	" 72.611"	" 6.411"	"0.1737"	" 0.2752"	" 1.2054"	" 0.0293"	" 0.1330"	NA	NA	" 25439"	" 50920"	" 1097"	" 488770"	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	"FALSE"
