	date	site	depth	depthtype	Library	Sequences	depth_m	monthyear	yearmonth	prehurricane	disease	disturbance	temp	salinity	npoc	tn	po4	no2no3	silicate	no2	nh4	Chl	Phaeo	pro	syn	peuk	hbact	BleachCoral	CCA	CYAN	DiseasedCoral	HardCoral	Macroalgae	Other	Ramicrusta	SoftCoral	Sponge	Substrate	TurfAlgae	is.neg
1039	2021-10-22	Yawzi	Benthic	benthic	F2	65462	8.9	2021October	2021-10	No	Yes	disease	29.60135	34.69132	95.3	9.7	0.12	0.3	1.1	0.02	0.51	0.17760066	0.10506393	24318	54493	1996	621000	0	0.0825	0.03	0	0.0475	0.3275	0.025	0.095	0.04	0.04	0.145	0.175	FALSE
1048	2021-10-23	Ram Head	Surface	surface	F2	67320	0.5	2021October	2021-10	No	Yes	disease	29.29664	34.36653	87.3	7.8	0.07	0.1	3	0.01	0.21	NA	NA	51486	82961	1956	912000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
573	2018-04-12	Sand patch	Benthic	benthic	H2	63640	9.14	2018April	2018-04	No	No	hurricane	27.51	36.48	73.442	6.716	0.1612	0	1.423	0.0178	0.1973	0.16084494	0.05938737	39811	100294	1223	618750	0	0	0	0	0	0	0	0	0	0	1	0	FALSE
USVI126	2016-10-28	Booby Rock	Surface	surface	L2	53309	0.5	2016October	2016-10	Yes	No	historic	29.44	35.71	89.645	5.797	0.0325	0.0157	1.6182	0.0056	0.0175	NA	NA	45633	88988	1814	753652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1009	2021-10-21	Dittlif	Surface	surface	F2	63776	0.5	2021October	2021-10	No	Yes	disease	29.78607	34.89662	71.5	8.6	0.08	0.4	1.9	0.04	0.33	NA	NA	11384	64367	2062	754000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
463	2017-11-29	Joels Shoal	Surface	surface	G2	57680	0.5	2017November	2017-11	No	No	hurricane	28.04	34.8	76.272	9.427	0.1507	0.041	2.5019	0.0058	0.2486	NA	NA	60525	41822	816	538678	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
595	2018-04-13	Cocoloba	Surface	surface	H2	60076	0.5	2018April	2018-04	No	No	hurricane	27.31	36.55	70.085	6.902	0.1684	0.1321	1.4233	0.0377	0.1832	NA	NA	19153	70045	1097	583959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1042	2021-10-22	Yawzi	Surface	surface	F2	53924	0.5	2021October	2021-10	No	Yes	disease	29.60672	34.58244	75.9	8.2	0.07	0	2.3	0.01	0.29	NA	NA	42859	85587	1746	841000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
634	2018-11-06	Sand patch	Surface	surface	F2	58396	0.5	2018November	2018-11	No	No	hurricane	28.59	33.13	85.145	4.682	0.13	0.0455	3.465	-0.0133	-0.0083	NA	NA	129488	58950	1645	965391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
453	2017-11-28	Dittlif	Benthic	benthic	H2	57354	7.9	2017November	2017-11	No	No	hurricane	28.13	34.64	72.123	8.56	0.1556	0.3795	2.4712	0.0346	0.0897	0.15852199	0.12018661	63056	30642	703	482288	0.01	0.02	0	0	0.17666667	0.25666667	0.02	0	0.045	0.0325	0.3316667	0.14833333	FALSE
377	2017-07-28	Cocoloba	Surface	surface	F2	52667	0.5	2017July	2017-07	Yes	No	historic	29.53	35	75.656	8.305	0.1583	0.4333	1.7592	0.008	0.1467	NA	NA	76359	37448	2363	749419	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
381	2017-07-28	Europa	Benthic	benthic	G2	69331	8.69	2017July	2017-07	Yes	No	historic	29.24	35.14	73.85	8.395	0.1686	0.3835	1.9952	0.0289	0.0802	0.18238963	0.10432499	65067	24033	1673	546623	0	0.015	0.036	0	0.08833333	0.4	0.02666667	0.084	0.10166667	0.04166667	0.1733333	0.07666667	FALSE
691	2018-11-07	Yawzi	Benthic	benthic	H2	49430	11.5	2018November	2018-11	No	No	hurricane	28.31	33.17	86.01	3.903	0.1408	0.3419	2.6148	-0.0038	0.1175	0.32112828	0.25154963	94908	88256	2095	878414	0	0.025	0	0	0.12166667	0.27666667	0.05833333	0.02666667	0.04833333	0.05833333	0.3683333	0.09333333	FALSE
536	2018-04-11	Tektite	Benthic	benthic	G2	57384	10	2018April	2018-04	No	No	hurricane	27.19	36.5	76.673	6.27	0.1723	0.2126	1.4236	0.0246	0.169	0.12375437	0.07075829	34805	71494	1181	435122	0	0.09	0	0	0.27166667	0.385	0	0.072	0.02	0.01	0.1933333	0.04	FALSE
311	2017-03-28	Yawzi	Surface	surface	G2	48596	0.5	2017March	2017-03	Yes	No	historic	27	36.63	80.624	5.868	0.1812	0.1819	1.1434	0.0188	0.1115	NA	NA	27844	89747	2292	412875	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1114	2022-06-25	Joels Shoal	Surface	surface	F2	42036	0.5	2022June	2022-06	No	Yes	disease	NA	NA	72.4	4.7	0.08	0	0.6	0	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
867	2020-08-09	Dittlif	Surface	surface	G2	60108	0.5	2020August	2020-08	No	Yes	disease	29.56	35.74	77.2	9.4	0.0609	0.057	2.1879	0.0548	0.3557	0.17157983	0.08482158	28835	27141	735	670617	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
561	2018-04-12	Sand patch	Surface	surface	F2	51186	0.5	2018April	2018-04	No	No	hurricane	27.73	36.5	70.972	6.275	0.1644	0.1079	1.423	0.0193	0.1282	NA	NA	25313	60075	900	481711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI174	2016-10-29	Tektite	Benthic	benthic	L2	59098	9	2016October	2016-10	Yes	No	historic	29.52	35.72	96.504	6.097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
352	2017-07-27	Joels Shoal	Benthic	benthic	G2	71943	8.57	2017July	2017-07	Yes	No	historic	29.04	35.07	77.423	3.79	0.1599	0.0884	2.1429	0.0606	-0.0004	0.14805597	0.08345005	143452	33145	2686	828914	0	0.01	0.01	0	0.14166667	0.03666667	0.028	0.20666667	0.30666667	0.12	0.14	0.02	FALSE
604	2018-11-05	Tektite	Surface	surface	F2	52793	0.5	2018November	2018-11	No	No	hurricane	28.66	33.07	85.289	3.893	0.1393	1.155	3.619	0.0071	0.0704	NA	NA	88116	24947	1238	849347	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
175	2016-10-29	Tektite	Benthic	benthic	G2	67522	8.25	2016October	2016-10	Yes	No	historic	29.52	35.72	96.504	6.097	0.0715	0.1784	1.5036	0.0222	0.105	0.363	NA	28842	101152	2067	821869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI137	2016-10-28	Sand patch	Surface	surface	L2	54388	0.5	2016October	2016-10	Yes	No	historic	29.63	35.77	93.981	6.307	0.0339	0.1023	1.2245	0.0453	0.1663	NA	NA	30909	116494	928	750923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1157	2022-06-29	Europa	Benthic	benthic	F2	45133	7.4	2022June	2022-06	No	Yes	disease	NA	NA	70.6	4.7	0.14	0.2	0.8	0.01	0.38	0.29936157	0.1298442	NA	NA	NA	NA	0	0	0	0	0.0875	0.36	0.015	0.05333333	0.035	0.0475	0.2325	0.25333333	FALSE
USVI57	2016-06-11	Joels Shoal	Benthic	benthic	L2	48121	9.76	2016June	2016-06	Yes	No	historic	28.63	36.42	72.164	5.412	0.0229	0.0462	1.2235	0.026	0.0262	0.166	NA	60581	40472	1519	545808	0	0.01	0.01	0	0.17166667	0.024	0.098	0	0.085	0.06833333	0.5683333	0	FALSE
1143	2022-06-24	Booby Rock	Surface	surface	H2	57673	0.5	2022June	2022-06	No	Yes	disease	28.64	35.79	81.8	7.8	0.08	0	0	0.01	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
187	2016-10-29	Europa	Benthic	benthic	F2	50117	7.94	2016October	2016-10	Yes	No	historic	29.55	35.41	190.727	3.9	0.0469	0.455	1.2437	0.049	0.1663	0.526	NA	22275	79003	1406	626428	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
914	2021-01-18	Ram Head	Benthic	benthic	F2	55850	7	2021January	2021-01	No	Yes	disease	26.65	35.65	78.2	8.5	0.0823	0.1134	0.4213	0.0308	0.5419	0.35055268	0.13720853	17648	69016	1379	718821	0	0.06	0.03333333	0	0.1175	0.155	0.05	0.085	0.095	0.1675	0.0725	0.1875	FALSE
USVI203	2016-10-29	Tektite	Surface	surface	L2	80229	0.5	2016October	2016-10	Yes	No	historic	29.64	35.74	113.35	7.224	0.0324	0.0955	3.8718	0.0253	0.0825	NA	NA	31570	128602	2517	925664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
506	2017-11-30	Tektite	Benthic	benthic	G2	63687	9.1	2017November	2017-11	No	No	hurricane	NA	NA	76.988	7.067	0.1834	0.2144	2.3705	0.0646	0.2272	0.24863191	0.11346144	35030	37280	1209	512438	0.01	0.04	0	0	0.285	0.33166667	0.04	0	0.03	0.08166667	0.2133333	0.0225	FALSE
842	2020-08-08	Tektite	Surface	surface	G2	50508	0.5	2020August	2020-08	No	Yes	disease	29.69	35.7	78.3	7.1	0.0613	0.0052	1.9186	0.0243	0.3088	0.04408092	0.16491238	56042	29255	446	543550	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
442	2017-11-27	Ram Head	Benthic	benthic	H2	66573	6.1	2017November	2017-11	No	No	hurricane	NA	NA	80.3	8.984	0.1644	0.0904	2.4508	0.0261	0.0112	0.05462755	0.02594531	52256	59105	1209	733598	0	0	0.05	0	0.125	0.31666667	0.045	0	0.04833333	0.07	0.31	0.09	FALSE
912	2021-01-18	Ram Head	Surface	surface	G2	55499	0.5	2021January	2021-01	No	Yes	disease	26.86	35.7	77.5	7.5	0.0786	0.112	0.7099	0.0194	5.8653	NA	NA	17083	69830	1261	702972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
943	2021-01-20	Europa	Benthic	benthic	H2	49932	9	2021January	2021-01	No	Yes	disease	26.67	35.69	75.9	7.8	0.0787	0.2673	0.5812	0.0221	0.5963	0.28986825	0.12171981	11555	51867	1064	659259	0	0	0.025	0.02	0.0775	0.43	0.02	0	0.0425	0.115	0.13	0.1825	FALSE
451	2017-11-28	Dittlif	Surface	surface	F2	50813	0.5	2017November	2017-11	No	No	hurricane	28.06	34.62	76.332	8.931	0.1524	0.2217	3.1106	0.0332	0.0449	NA	NA	59850	47208	802	658645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1041	2021-10-22	Yawzi	Benthic	benthic	H2	101642	8.9	2021October	2021-10	No	Yes	disease	29.60135	34.69132	95.3	9.7	0.12	0.3	1.1	0.02	0.51	0.12130512	0.0649616	24318	54493	1996	621000	0	0.0825	0.03	0	0.0475	0.3275	0.025	0.095	0.04	0.04	0.145	0.175	FALSE
1105	2022-06-24	Booby Rock	Benthic	benthic	F2	50542	16	2022June	2022-06	No	Yes	disease	28.64	35.79	71.4	4.5	0.11	0.1	0.3	0.01	0.24	0.19037044	0.07182787	NA	NA	NA	NA	0.01	0.045	0.02	0	0.07	0.275	0.01	0.1275	0.155	0.055	0.15	0.125	FALSE
479	2017-11-29	Europa	Benthic	benthic	F2	40523	7.47	2017November	2017-11	No	No	hurricane	28.16	34.75	76.988	7.333	0.1669	0.1537	2.3327	0.021	0.0451	0.27077649	0.21128926	55589	47813	3009	519511	0	0.02	0	0	0.105	0.53666667	0	0	0.02	0.02333333	0.23	0.12333333	FALSE
USVI175	2016-10-29	Tektite	Benthic	benthic	L2	59971	8.25	2016October	2016-10	Yes	No	historic	29.52	35.72	96.504	6.097	0.0715	0.1784	1.5036	0.0222	0.105	0.363	NA	28842	101152	2067	821869	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
446	2017-11-28	Dittlif	Surface	surface	F2	43418	0.5	2017November	2017-11	No	No	hurricane	28.06	34.62	76.332	8.931	0.1524	0.2217	3.1106	0.0332	0.0449	NA	NA	59850	47208	802	658645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
482	2017-11-29	Europa	Surface	surface	G2	43664	0.5	2017November	2017-11	No	No	hurricane	28.18	34.62	75.784	7.24	0.1572	0.1985	2.0215	0.0238	0.1919	NA	NA	24694	49036	731	573525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
436	2017-11-27	Booby Rock	Surface	surface	G2	65375	0.5	2017November	2017-11	No	No	hurricane	NA	NA	73.386	9.397	0.1573	0.0971	2.6029	0.0288	0.1114	NA	NA	57755	43298	844	638072	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
926	2021-01-19	Dittlif	Benthic	benthic	G2	62706	7.7	2021January	2021-01	No	Yes	disease	26.86	35.79	72.4	9.2	0.0782	0.3914	0.4923	0.0442	1.0514	0.21285756	0.11765128	6263	22624	643	494008	0	0.02666667	0	0	0.2225	0.225	0.025	0	0.14	0.035	0.185	0.16	FALSE
346	2017-07-27	Tektite	Surface	surface	F2	50764	0.5	2017July	2017-07	Yes	No	historic	29.52	34.89	79.212	8.978	0.1577	0.2367	2.3584	0.0378	0.2806	NA	NA	111347	17480	1055	848194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
603	2018-11-05	Tektite	Benthic	benthic	H2	60171	9.85	2018November	2018-11	No	No	hurricane	28.61	33.1	86.132	4.864	0.1399	1.5949	3.4508	0.0053	0.4308	0.12885974	0.11892621	60441	16861	1097	645834	0	0.03	0.076	0	0.215	0.35333333	0.092	0.10333333	0.02	0.02333333	0.1916667	0.035	FALSE
1051	2021-10-23	Tektite	Surface	surface	G2	69164	0.5	2021October	2021-10	No	Yes	disease	29.30779	34.28132	82.2	7.7	0.07	0	2.2	0.01	0.23	NA	NA	60533	64604	1563	884000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
248	2017-03-25	Booby Rock	Surface	surface	H2	45759	0.5	2017March	2017-03	Yes	No	historic	26.53	36.78	72.611	6.411	0.1737	0.2752	1.2054	0.0293	0.133	NA	NA	25439	50920	1097	488770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
262	2017-03-26	Joels Shoal	Benthic	benthic	F2	56553	10.74	2017March	2017-03	Yes	No	historic	26.49	36.67	80.099	7.312	0.1837	0.325	1.2487	0.0461	0.2056	0.21748911	0.11739437	15609	63970	1941	539409	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1015	2021-10-21	Joels Shoal	Benthic	benthic	F2	61682	12	2021October	2021-10	No	Yes	disease	29.78689	34.89009	77.5	6.7	0.08	0.2	1.6	0.02	0.41	0.29972562	0.12787171	12947	78036	2127	783000	0	0.0625	0	0.01	0.0325	0.07	0.03333333	0.2325	0.11	0.0875	0.115	0.28	FALSE
698	2018-11-07	Yawzi	Surface	surface	F2	58128	0.5	2018November	2018-11	No	No	hurricane	28.23	33.13	83.967	3.99	0.1458	0.9661	3.0941	0.0086	0.1189	NA	NA	118491	68878	2123	764789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
1040	2021-10-22	Yawzi	Surface	surface	G2	48397	0.5	2021October	2021-10	No	Yes	disease	29.60672	34.58244	75.9	8.2	0.07	0	2.3	0.01	0.29	NA	NA	42859	85587	1746	841000	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI124	2016-10-28	Booby Rock	Surface	surface	L2	63129	0.5	2016October	2016-10	Yes	No	historic	29.44	35.71	90.205	6.101	0.0366	0.0826	1.6086	0.0147	0.0263	NA	NA	44494	88495	1941	766027	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
638	2018-11-06	Europa	Benthic	benthic	F2	52070	14.3	2018November	2018-11	No	No	hurricane	28.5	33.08	83.426	3.922	0.1411	0.8474	2.9319	-0.0044	0.1537	0.0229742	0.46727188	85458	79186	2081	881733	0.01	0.01	0.08333333	0	0.08333333	0.40833333	0.03	0.025	0.09	0.054	0.2583333	0	FALSE
379	2017-07-28	Europa	Surface	surface	H2	50728	0.5	2017July	2017-07	Yes	No	historic	29.58	34.94	76.447	7.527	0.1569	0.094	2.1518	0.0396	0.0507	NA	NA	121008	29447	1884	822895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
358	2017-07-27	Tektite	Benthic	benthic	G2	54034	11.37	2017July	2017-07	Yes	No	historic	29.25	34.92	73.694	2.883	0.1634	0.2799	2.2285	0.0461	0.0477	0.20599091	0.1293533	100688	20306	1364	720352	0.01	0.042	0.085	0	0.26833333	0.30333333	0.016	0	0.015	0.164	0.122	0.11	FALSE
USVI182	2016-10-29	Europa	Surface	surface	L2	65771	0.5	2016October	2016-10	Yes	No	historic	29.7	35.72	114.221	6.51	0.0976	0.2386	1.4159	0.0544	0.245	NA	NA	32288	124425	2067	921066	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
592	2018-04-13	Cocoloba	Surface	surface	H2	71540	0.5	2018April	2018-04	No	No	hurricane	27.31	36.55	70.085	6.902	0.1684	0.1321	1.4233	0.0377	0.1832	NA	NA	19153	70045	1097	583959	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
243	2017-03-25	Ram Head	Benthic	benthic	F2	51781	8.43	2017March	2017-03	Yes	No	historic	26.48	36.87	NA	NA	0.1869	0.2835	1.2363	0.0464	0.1489	0.16503135	0.09831224	35536	62381	1434	589050	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
675	2018-11-06	Joels Shoal	Surface	surface	F2	55796	0.5	2018November	2018-11	No	No	hurricane	28.54	33.14	88.023	5.578	0.1786	1.2727	3.4183	0.0232	0.1195	NA	NA	109673	111502	1688	820983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
313	2017-03-28	Europa	Benthic	benthic	H2	48211	10.37	2017March	2017-03	Yes	No	historic	26.8	36.66	78.056	6.1	0.1838	0.222	1.0107	0.0246	0.1246	0.17064726	0.09879812	34973	78989	2152	353011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI29	2016-06-10	Tektite	Benthic	benthic	L2	52644	9.29	2016June	2016-06	Yes	No	historic	28.54	36.36	74.806	5.044	0.0446	0.1016	1.0215	0.0032	0.0945	0.166	NA	54098	47053	970	566719	0	0	0.08	0	0.24166667	0.49833333	0.03	0	0.0275	0.026	0.1483333	0	FALSE
656	2018-11-06	Cocoloba	Benthic	benthic	G2	57082	4	2018November	2018-11	No	No	hurricane	28.52	33.1	77.832	3.872	0.1497	0.9724	2.0749	0.0295	0.0493	0.18974989	0.14901631	34861	46069	1744	413845	0	0.01	0.065	0	0.04333333	0.64333333	0.01	0.015	0.018	0.016	0.2516667	0	FALSE
240	2017-03-25	Tektite	Benthic	benthic	F2	55160	6.82	2017March	2017-03	Yes	No	historic	26.53	36.63	67.332	5.5	0.1815	0.2818	1.3691	0.0347	0.1457	0.21774438	0.12358629	26227	61973	1533	612408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
646	2018-11-06	Europa	Surface	surface	H2	60191	0.5	2018November	2018-11	No	No	hurricane	28.52	33.07	85.505	5.327	0.156	0.3597	3.1322	0.0365	0.2059	NA	NA	94767	79327	2222	922205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
308	2017-03-28	Europa	Benthic	benthic	H2	54083	10.37	2017March	2017-03	Yes	No	historic	26.8	36.66	78.056	6.1	0.1838	0.222	1.0107	0.0246	0.1246	0.17064726	0.09879812	34973	78989	2152	353011	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
599	2018-11-05	Ram Head	Surface	surface	H2	61762	0.5	2018November	2018-11	No	No	hurricane	28.66	33.15	85.89	3.536	0.1372	0.7692	3.7811	-0.0026	0.0589	NA	NA	96961	18858	1223	874097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
868	2020-08-09	Europa	Surface	surface	H2	55542	0.5	2020August	2020-08	No	Yes	disease	29.43	35.82	75	11.2	0.0577	0.1666	1.8931	0.0346	0.2642	0.18088272	0.06694598	44474	43095	880	680662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
613	2018-11-05	Booby Rock	Benthic	benthic	F2	50712	16	2018November	2018-11	No	No	hurricane	28.5	33.11	86.377	4.3	0.1438	1.674	3.6231	-0.0023	0.2363	0.2329584	0.16274435	88847	26719	1575	889847	0	0.03	0.03	0	0.13333333	0.14333333	0.038	0	0.14166667	0.05166667	0.4583333	0	FALSE
450	2017-11-28	Cocoloba	Surface	surface	H2	57378	0.5	2017November	2017-11	No	No	hurricane	28.15	34.77	NA	NA	0.1617	0.3896	2.302	0.0331	0.0671	NA	NA	49219	36141	1013	558745	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
699	2018-11-07	Yawzi	Surface	surface	G2	58269	0.5	2018November	2018-11	No	No	hurricane	28.23	33.13	83.967	3.99	0.1458	0.9661	3.0941	0.0086	0.1189	NA	NA	118491	68878	2123	764789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
914b	2021-01-18	Ram Head	Benthic	benthic	F2	54374	7	2021January	2021-01	No	Yes	disease	26.65	35.65	78.2	8.5	0.0823	0.1134	0.4213	0.0308	0.5419	0.35055268	0.13720853	17648	69016	1379	718821	0	0.06	0.03333333	0	0.1175	0.155	0.05	0.085	0.095	0.1675	0.0725	0.1875	FALSE
USVI183	2016-10-29	Europa	Benthic	benthic	L2	60590	7.94	2016October	2016-10	Yes	No	historic	29.55	35.41	109.555	5.956	0.0503	0.4095	1.4599	0.0768	0.1422	0.526	NA	18647	80058	1898	645961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
28	2016-06-10	Tektite	Benthic	benthic	F2	52647	9.29	2016June	2016-06	Yes	No	historic	28.54	36.36	71.577	5.388	0.0527	0.1044	1.0216	0.0065	0.1642	0.166	NA	69905	38953	1280	554105	0	0	0.08	0	0.24166667	0.49833333	0.03	0	0.0275	0.026	0.1483333	0	FALSE
424	2017-07-29	Booby Rock	Surface	surface	G2	71393	0.5	2017July	2017-07	Yes	No	historic	29.36	34.82	84.688	8.336	0.1817	0.1228	8.9676	-0.0063	0.2463	NA	NA	120263	32906	1111	834230	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI53	2016-06-11	Sand patch	Benthic	benthic	L2	51575	9.73	2016June	2016-06	Yes	No	historic	28.48	36.48	80.574	4.333	0.0219	-0.0028	0.8162	0.0322	-0.0038	0.139	NA	70847	52552	1153	603928	0	0	0	0	0	0.1	0	0	0	0	0.9	0	FALSE
USVI123	2016-10-28	Cocoloba	Surface	surface	L2	52618	0.5	2016October	2016-10	Yes	No	historic	29.48	35.75	109.493	6.183	0.0448	0.4249	1.1865	0.0437	0.0525	NA	NA	18197	56236	1322	557888	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
567	2018-04-12	Europa	Surface	surface	F2	60603	0.5	2018April	2018-04	No	No	hurricane	27.68	36.53	74.139	6.314	0.164	0.0746	1.4228	0.0254	0.1419	NA	NA	30277	77189	914	586505	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
903	2021-01-17	Joels Shoal	Surface	surface	F2	55513	0.5	2021January	2021-01	No	Yes	disease	26.81	35.6	174.3	8.5	0.0699	0.005	2.1243	0.0268	0.5443	NA	NA	25172	80663	1326	793430	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
590	2018-04-13	Dittlif	Surface	surface	F2	54198	0.5	2018April	2018-04	No	No	hurricane	27.31	36.53	71.542	7.05	0.1826	0.208	1.2655	0.0397	0.1801	NA	NA	8789	37280	478	549169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
927	2021-01-19	Cocoloba	Benthic	benthic	H2	59490	7	2021January	2021-01	No	Yes	disease	26.74	35.81	72.7	7.5	0.0785	0.2399	0.5944	0.0138	0.4482	0.21778624	0.11659581	10045	37173	788	567291	0	0.01	0.02	0	0.1025	0.32	0.03	0.03333333	0.08	0.04	0.145	0.26	FALSE
916	2021-01-18	Ram Head	Surface	surface	H2	64135	0.5	2021January	2021-01	No	Yes	disease	26.86	35.7	77.5	7.5	0.0786	0.112	0.7099	0.0194	5.8653	NA	NA	17083	69830	1261	702972	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
598	2018-11-05	Ram Head	Surface	surface	G2	51960	0.5	2018November	2018-11	No	No	hurricane	28.66	33.15	85.89	3.536	0.1372	0.7692	3.7811	-0.0026	0.0589	NA	NA	96961	18858	1223	874097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
USVI127	2016-10-28	Ram Head	Surface	surface	L2	56239	0.5	2016October	2016-10	Yes	No	historic	29.5	35.48	92.756	6.121	0.0314	0.1338	1.3398	0.0291	0.0875	NA	NA	34453	110573	2039	758095	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
378	2017-07-28	Dittlif	Surface	surface	G2	65701	0.5	2017July	2017-07	Yes	No	historic	29.39	34.94	106.757	18.021	0.1553	0.5514	2.0455	0.0163	0.1877	NA	NA	112542	24877	1814	745973	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
882	2020-08-10	Booby Rock	Surface	surface	H2	60556	0.5	2020August	2020-08	No	Yes	disease	29.39	35.73	79.2	7.5	0.0579	0.0451	2.2527	0.024	0.1848	0.14071394	0.04343917	67033	42426	775	664118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
662	2018-11-06	Dittlif	Benthic	benthic	G2	35583	8.5	2018November	2018-11	No	No	hurricane	28.51	33.09	84.409	2.087	0.1639	1.2273	2.7459	0.0329	0.1074	0.18603998	0.14975002	45464	57248	1645	487125	0	0.02	0.01	0	0.11333333	0.355	0.01666667	0.02	0.05666667	0.04	0.3983333	0.04	FALSE
569	2018-04-12	Sand patch	Benthic	benthic	G2	55085	9.14	2018April	2018-04	No	No	hurricane	27.51	36.48	73.442	6.716	0.1612	0	1.423	0.0178	0.1973	0.16084494	0.05938737	39811	100294	1223	618750	0	0	0	0	0	0	0	0	0	0	1	0	FALSE
USVI176	2016-10-29	Tektite	Benthic	benthic	L2	69298	8.25	2016October	2016-10	Yes	No	historic	29.52	35.72	96.504	6.097	0.0517	0.257	1.4832	0.0399	0.07	0.363	NA	28322	103613	2095	747084	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	FALSE
